order_id,product_id,quantity,unit_price_usd
1379567,47174,19,390.69
1379567,99654,12,265.39
1386701,90808,3,77.19
1387221,76830,6,210.09
1388431,86809,4,71.29
1388431,36591,14,162.99
1388431,33606,7,285.99
1388431,14979,2,582.09
1392742,26740,1,216.59
1398310,26740,20,216.59
1398310,17582,20,83.39
1405685,11313,1,78.49
1405685,68080,24,141.29
1405685,75767,5,243.99
1405943,15578,1,78.69
1412389,16805,1,279.49
1424465,14109,1,225.49
1428958,95646,11,323.09
1428958,58650,22,11.09
1428958,26245,14,107.79
1432334,33935,1,201.99
1432334,68080,6,141.29
1432334,85973,2,177.59
1436664,68080,1,141.29
1450064,85459,3,239.79
1450064,92839,5,84.09
1450064,27849,22,123.59
1450064,15918,18,32.99
1450064,86809,24,71.29
1450064,58650,3,11.09
1450064,32457,1,550.79
1450715,58241,8,203.99
1450715,50462,2,174.99
1450715,15918,7,32.99
1450715,10621,1,165.19
1450715,48510,14,68.99
1450715,20043,1,165.99
1450715,85459,8,239.79
1453898,47174,5,390.69
1453898,46935,17,118.99
1461275,68723,1,96.89
1461275,69991,1,1268.79
1461275,48289,19,85.59
1472586,87148,10,4.99
1472586,36591,2,162.99
1496319,99654,20,265.39
1500385,50462,8,174.99
1502109,90808,8,77.19
1502109,20054,12,196.99
1502109,36224,4,56.09
1502109,48996,2,64.79
1502109,58241,2,203.99
1502109,21230,1,90.79
1502109,77670,18,244.59
1517479,47437,19,898.99
1517479,71645,6,403.99
1517479,96141,24,909.49
1553333,32457,14,550.79
1554830,68080,11,141.29
1554830,86809,4,71.29
1554830,85973,16,177.59
1554830,75767,4,243.99
1557402,32091,1,81.39
1557402,85973,16,177.59
1565845,63748,19,91.19
1565845,48869,4,901.09
1565898,26270,9,749.99
1568388,15578,22,78.69
1568388,94514,1,254.99
1586856,26270,16,749.99
1598984,27600,1,1470.79
1598984,44513,15,53.19
1598984,25536,21,208.09
1645019,64279,5,126.39
1646237,82067,8,40.79
1646237,33209,17,384.69
1646237,33606,21,285.99
1646237,22393,23,1060.09
1646237,20430,2,198.89
1646237,32091,20,81.39
1646237,95339,14,58.89
1646237,10621,7,165.19
1647288,11453,5,1304.19
1647288,25536,7,208.09
1647288,11575,21,233.29
1650795,26740,1,216.59
1650795,97210,21,241.29
1650795,32511,1,62.59
1675268,81834,11,186.89
1676379,54586,6,98.49
1676379,11313,8,78.49
1683120,27849,14,123.59
1683120,46420,5,41.59
1683120,48289,18,85.59
1723906,77617,19,226.99
1723906,44115,5,1320.79
1750887,36262,7,233.99
1750887,15578,2,78.69
1778132,64388,15,290.09
1786224,35273,13,213.19
1786224,79564,1,34.99
1786224,11575,8,233.29
1786224,90808,12,77.19
1786224,68723,18,96.89
1786704,81834,7,186.89
1786704,32511,18,62.59
1801110,80625,10,690.09
1801110,15626,12,429.09
1801110,44513,16,53.19
1803759,63985,18,78.79
1803759,32511,1,62.59
1803759,48869,16,901.09
1803759,77670,1,244.59
1817616,53078,1,293.39
1817616,15918,1,32.99
1824641,37489,13,17.69
1824641,86854,1,207.99
1828089,22393,9,1060.09
1842643,68080,3,141.29
1842643,20430,6,198.89
1842643,85459,15,239.79
1842643,26270,8,749.99
1869192,58241,1,203.99
1869192,26270,1,749.99
1876365,17582,1,83.39
1876365,68080,25,141.29
1876365,95646,11,323.09
1876449,78853,21,26.29
1876449,84547,1,205.49
1880412,86809,11,71.29
1883457,14979,10,582.09
1883457,47437,16,898.99
1885978,80351,4,194.99
1906778,48289,8,85.59
1907245,75721,8,174.59
1907245,20430,11,198.89
1907245,20054,7,196.99
1916230,48289,1,85.59
1916230,81641,12,228.09
1926816,54586,1,98.49
1926816,32091,1,81.39
1926816,35273,7,213.19
1926816,66185,18,659.99
1926816,57874,5,234.09
1926816,83295,22,123.99
1927939,15918,19,32.99
1934969,26270,9,749.99
1934969,32457,15,550.79
1934969,41039,17,218.69
1935573,95646,14,323.09
1936660,64388,9,290.09
1936660,48996,16,64.79
1936660,37489,22,17.69
1936660,87809,7,436.79
1936660,14979,4,582.09
1965450,80625,16,690.09
1965450,56178,1,1474.59
1986776,44513,11,53.19
1986776,47437,21,898.99
1994417,79564,12,34.99
2002578,76061,1,229.99
2009023,87148,3,4.99
2028967,56178,21,1474.59
2033243,15578,21,78.69
2054792,20430,1,198.89
2054792,10621,12,165.19
2054792,46421,24,185.89
2054792,41345,6,812.29
2054792,37489,16,17.69
2054792,32938,6,1148.89
2056207,78853,1,26.29
2060393,64388,3,290.09
2061231,32091,19,81.39
2061231,25536,8,208.09
2061231,33606,4,285.99
2066533,81834,18,186.89
2066533,20430,21,198.89
2070189,14979,17,582.09
2072178,16353,3,105.99
2081891,84547,3,205.49
2091392,89968,1,206.49
2093308,90808,4,77.19
2105710,53392,4,112.99
2111562,64388,25,290.09
2111562,26740,5,216.59
2111562,77670,21,244.59
2135599,52648,6,195.89
2137614,44331,4,121.79
2141996,22393,17,1060.09
2144216,87809,12,436.79
2144216,48606,18,391.49
2148768,32457,23,550.79
2148768,92839,1,84.09
2152548,39417,8,192.59
2156522,57224,12,54.99
2156522,22057,2,294.89
2156522,33606,1,285.99
2159996,85459,13,239.79
2170683,79163,7,738.99
2170683,56178,7,1474.59
2170683,11453,25,1304.19
2170683,33606,1,285.99
2170683,77617,13,226.99
2170683,63748,10,91.19
2170683,57224,10,54.99
2171698,35273,25,213.19
2171698,66452,14,169.99
2171698,35798,22,82.99
2171698,87426,5,180.29
2175440,10621,22,165.19
2175440,61911,1,279.89
2175440,63493,1,215.09
2182952,11811,4,250.49
2182952,41820,4,21.99
2182952,89968,1,206.49
2182952,39417,19,192.59
2184823,47632,4,168.29
2184823,46421,8,185.89
2201471,85973,8,177.59
2207732,75767,3,243.99
2208735,54586,12,98.49
2208735,36224,1,56.09
2223171,41515,20,1273.69
2228930,11575,9,233.29
2229206,35273,14,213.19
2230706,66452,2,169.99
2231585,78853,15,26.29
2231585,36496,2,5.69
2231585,89968,24,206.49
2248523,23323,3,293.99
2248523,19021,7,253.09
2248523,80978,15,280.69
2248523,80625,14,690.09
2270172,19021,2,253.09
2270172,68080,1,141.29
2274283,57051,3,58.39
2274283,20430,3,198.89
2274283,35273,25,213.19
2274283,15918,22,32.99
2274283,84547,1,205.49
2274283,37489,5,17.69
2284771,58241,2,203.99
2284771,57224,6,54.99
2284771,75721,4,174.59
2311495,87809,17,436.79
2311495,26270,1,749.99
2313566,20054,1,196.99
2313566,15081,3,108.99
2313566,57801,5,63.79
2313566,52648,22,195.89
2315297,35273,11,213.19
2338395,46421,4,185.89
2338395,61311,1,160.19
2356359,68080,1,141.29
2356359,64388,4,290.09
2356359,11575,15,233.29
2356359,32457,8,550.79
2373492,27849,1,123.59
2373525,10023,20,181.29
2373525,95646,9,323.09
2373525,37489,1,17.69
2373525,16257,18,154.99
2376595,57874,13,234.09
2376595,21230,4,90.79
2376595,80351,4,194.99
2376595,57051,1,58.39
2389770,91580,23,262.59
2389770,66452,4,169.99
2389770,47632,1,168.29
2389770,95339,10,58.89
2402804,39417,22,192.59
2402804,66578,14,268.19
2402804,69218,6,184.09
2455737,52648,1,195.89
2455737,53078,22,293.39
2455737,22393,6,1060.09
2455737,90808,16,77.19
2455737,69037,3,35.99
2455737,36224,24,56.09
2471318,11313,16,78.49
2477252,66452,23,169.99
2477252,52126,6,326.99
2486639,35273,25,213.19
2486639,62011,1,72.79
2486639,86286,1,261.59
2486639,19409,1,67.99
2507260,64388,1,290.09
2531484,61311,25,160.19
2531484,68080,1,141.29
2532920,95646,4,323.09
2534837,37489,24,17.69
2534837,44115,1,1320.79
2534837,10023,13,181.29
2534837,52648,2,195.89
2534837,16353,1,105.99
2534837,46421,24,185.89
2534837,20054,13,196.99
2534837,85973,5,177.59
2544498,15578,8,78.69
2544498,36224,1,56.09
2544498,75721,4,174.59
2544498,95339,24,58.89
2544498,85973,13,177.59
2544498,68479,1,46.29
2555440,53392,1,112.99
2555440,32091,20,81.39
2573956,41515,21,1273.69
2573956,26740,23,216.59
2573956,77670,24,244.59
2573956,26245,2,107.79
2573956,92839,1,84.09
2621162,89968,1,206.49
2621162,44115,23,1320.79
2630340,15578,18,78.69
2630340,19409,14,67.99
2630340,86809,22,71.29
2638104,81834,7,186.89
2638104,66578,13,268.19
2638104,39417,12,192.59
2638104,21230,2,90.79
2638104,54586,5,98.49
2638104,71227,7,166.29
2639352,11575,2,233.29
2663031,87426,2,180.29
2675234,57545,6,12.49
2681438,37490,19,159.99
2682654,86725,4,260.79
2682654,58241,6,203.99
2684963,47437,3,898.99
2684963,36591,1,162.99
2684963,47174,1,390.69
2684963,14109,7,225.49
2684963,54586,2,98.49
2705118,32511,10,62.59
2705118,26270,21,749.99
2705118,10023,18,181.29
2705118,76830,12,210.09
2718646,75438,16,59.19
2731540,58241,5,203.99
2731540,37742,3,193.59
2731540,94514,11,254.99
2732005,83295,14,123.99
2732005,46421,5,185.89
2738328,14920,21,249.99
2740746,83295,13,123.99
2743779,19021,24,253.09
2743779,36209,1,189.99
2743779,39417,9,192.59
2743779,72692,5,46.69
2748157,26750,16,78.79
2748157,37489,10,17.69
2748157,69991,2,1268.79
2748157,83295,14,123.99
2762210,14109,1,225.49
2784717,47174,4,390.69
2791049,85459,16,239.79
2791049,58241,6,203.99
2796228,95646,17,323.09
2796228,39417,2,192.59
2801568,25536,16,208.09
2809678,80625,1,690.09
2809678,33606,7,285.99
2809678,69037,1,35.99
2818873,92046,2,166.49
2826660,58241,3,203.99
2831966,77670,3,244.59
2831966,22393,17,1060.09
2831966,61311,1,160.19
2847827,11453,5,1304.19
2847827,98451,2,1292.09
2847827,20430,1,198.89
2847827,10023,17,181.29
2847827,14979,1,582.09
2852748,69218,4,184.09
2852748,98451,1,1292.09
2859136,57224,20,54.99
2859136,77617,15,226.99
2873761,85076,12,893.99
2880005,87148,3,4.99
2882940,15578,1,78.69
2882940,75767,1,243.99
2882940,57224,1,54.99
2882940,19021,2,253.09
2882940,46421,1,185.89
2885895,61311,19,160.19
2885895,76830,12,210.09
2885895,41515,1,1273.69
2885895,33209,20,384.69
2891845,41515,10,1273.69
2891845,32511,13,62.59
2891845,35798,1,82.99
2902957,47174,6,390.69
2904614,53392,23,112.99
2904614,84547,13,205.49
2904614,97210,3,241.29
2904614,92839,14,84.09
2908400,92839,9,84.09
2908400,48869,7,901.09
2913021,87809,14,436.79
2913021,35273,19,213.19
2913021,57224,1,54.99
2917344,84547,9,205.49
2917344,19021,2,253.09
2917344,32091,12,81.39
2917682,26245,24,107.79
2917682,58241,1,203.99
2926890,96141,11,909.49
2926890,10023,3,181.29
2934111,78853,5,26.29
2934111,85459,9,239.79
2934111,62011,6,72.79
2934111,80349,22,203.59
2934111,92898,1,1162.99
2934111,63748,4,91.19
2934111,72692,10,46.69
2934928,71645,21,403.99
2934928,26270,1,749.99
2941163,11313,3,78.49
2941163,46421,13,185.89
2941163,80978,6,280.69
2941163,21508,20,97.89
2941163,26740,19,216.59
2941163,63748,13,91.19
2941163,86725,5,260.79
2941914,75721,3,174.59
2941914,46935,20,118.99
2948426,32457,19,550.79
2951791,75438,4,59.19
2951791,53392,2,112.99
2951791,58241,19,203.99
2951791,14979,18,582.09
2951791,22393,2,1060.09
2951791,26740,8,216.59
2951791,36209,13,189.99
2956179,15578,2,78.69
2956179,35273,5,213.19
2956179,22057,19,294.89
2958456,33606,21,285.99
2962729,46421,18,185.89
2982650,68080,2,141.29
2982650,37489,1,17.69
2982650,52648,7,195.89
2982650,92839,1,84.09
2990000,51181,8,184.29
2990000,72692,5,46.69
3017173,26270,19,749.99
3023089,39417,14,192.59
3023089,22393,1,1060.09
3023089,23045,5,713.69
3030544,87809,7,436.79
3030668,62011,3,72.79
3030668,68723,21,96.89
3034485,59301,8,43.99
3034485,61311,6,160.19
3054977,26750,18,78.79
3061351,78649,1,1059.49
3061351,20430,2,198.89
3061351,10621,8,165.19
3061351,14109,8,225.49
3062354,59301,5,43.99
3062354,71227,2,166.29
3062354,89968,1,206.49
3062354,20054,7,196.99
3073133,57874,1,234.09
3073133,29892,1,44.09
3073133,94652,20,32.39
3073133,50462,10,174.99
3078630,61311,6,160.19
3089238,15578,5,78.69
3092764,26740,3,216.59
3145438,47632,13,168.29
3145438,58241,2,203.99
3145438,35798,9,82.99
3145438,53392,1,112.99
3145438,34871,4,6.59
3145438,41226,8,288.09
3191377,79834,1,151.19
3193355,89968,5,206.49
3193355,95339,3,58.89
3193355,97298,3,29.99
3204823,33935,21,201.99
3208386,98451,5,1292.09
3208386,78853,5,26.29
3233860,87789,1,294.99
3242847,35273,1,213.19
3242847,52111,1,173.99
3242847,95646,21,323.09
3250894,80351,3,194.99
3288738,48869,12,901.09
3288738,77617,4,226.99
3288738,87148,4,4.99
3288738,14920,1,249.99
3345697,54586,24,98.49
3345697,68080,20,141.29
3345697,32457,15,550.79
3345697,95339,1,58.89
3345697,80978,2,280.69
3345697,86854,21,207.99
3346098,64388,13,290.09
3365226,10621,1,165.19
3365226,37742,1,193.59
3377236,44513,1,53.19
3377236,78649,24,1059.49
3377236,25979,10,215.99
3377236,90808,1,77.19
3386525,14979,1,582.09
3386525,95646,5,323.09
3400107,98451,5,1292.09
3400107,53392,3,112.99
3402730,15918,11,32.99
3408788,63985,2,78.79
3408788,89968,10,206.49
3414265,81834,22,186.89
3414265,46420,1,41.59
3414265,13185,16,205.29
3414265,54586,25,98.49
3422028,19403,19,228.99
3435667,57224,23,54.99
3438025,26740,17,216.59
3439826,15578,10,78.69
3439826,77670,15,244.59
3439826,41515,18,1273.69
3445277,19403,4,228.99
3445304,15578,22,78.69
3451753,63985,2,78.79
3451753,37490,1,159.99
3451753,47437,6,898.99
3451753,23045,23,713.69
3463020,92839,21,84.09
3463020,21230,1,90.79
3463020,87148,5,4.99
3464116,20054,3,196.99
3464116,83295,2,123.99
3464116,48869,13,901.09
3467882,87148,25,4.99
3467882,24242,5,116.99
3469608,16805,7,279.49
3469608,82638,23,22.99
3469608,14042,7,77.29
3475233,54586,24,98.49
3499619,36224,1,56.09
3506079,89133,10,292.19
3521908,21230,4,90.79
3528708,80978,1,280.69
3528708,84547,25,205.49
3528708,52648,15,195.89
3528708,26740,25,216.59
3528708,58241,2,203.99
3528708,75721,1,174.59
3530916,95646,4,323.09
3530916,10023,1,181.29
3530916,25979,1,215.99
3530916,48869,4,901.09
3542220,25979,13,215.99
3542220,58241,12,203.99
3542220,41515,17,1273.69
3542220,16749,5,231.39
3542220,61677,13,192.69
3542220,11426,5,1071.19
3542220,78649,1,1059.49
3542220,50462,13,174.99
3546561,63985,4,78.79
3552032,66452,4,169.99
3552032,97298,11,29.99
3552032,75721,7,174.59
3552272,14979,5,582.09
3572832,87148,9,4.99
3572832,32457,13,550.79
3592166,84547,6,205.49
3592166,45172,21,205.99
3598668,69729,24,209.19
3604682,26740,25,216.59
3604682,20430,15,198.89
3604682,50150,3,390.59
3605085,98451,10,1292.09
3605085,30919,20,135.79
3610403,79564,11,34.99
3610403,44513,23,53.19
3612358,75438,2,59.19
3612358,26270,19,749.99
3618453,64388,12,290.09
3618453,80349,24,203.59
3621468,90808,6,77.19
3621468,10023,25,181.29
3621468,32091,1,81.39
3621468,12576,5,134.49
3621468,13185,1,205.29
3643794,25979,25,215.99
3643794,26270,3,749.99
3643794,32457,4,550.79
3643794,47437,5,898.99
3643794,61311,1,160.19
3644970,81834,22,186.89
3644970,64388,8,290.09
3644970,92046,1,166.49
3644970,52648,2,195.89
3675019,60647,13,264.09
3675019,80349,1,203.59
3675019,48606,1,391.49
3675019,66452,9,169.99
3675019,76830,7,210.09
3675019,14979,5,582.09
3686031,75721,5,174.59
3686031,73489,21,251.09
3688704,19021,11,253.09
3688704,26270,14,749.99
3689114,75721,1,174.59
3689114,99654,1,265.39
3699542,27460,15,968.99
3713749,85076,15,893.99
3713749,46421,5,185.89
3722544,17582,24,83.39
3722544,16353,5,105.99
3723415,26740,8,216.59
3723415,13185,3,205.29
3726506,15578,25,78.69
3726506,35273,1,213.19
3726506,27600,4,1470.79
3726506,20430,5,198.89
3726506,57224,25,54.99
3726506,10621,7,165.19
3735369,29892,1,44.09
3735369,86854,12,207.99
3735369,87809,1,436.79
3736113,16805,18,279.49
3746643,79647,1,91.09
3746643,35798,23,82.99
3746643,12576,21,134.49
3746643,77617,3,226.99
3746643,90808,1,77.19
3746643,19403,23,228.99
3752763,15578,23,78.69
3756601,20054,3,196.99
3756601,98451,11,1292.09
3756601,57051,5,58.39
3759555,22057,9,294.89
3761970,62011,3,72.79
3776410,58241,2,203.99
3776410,78853,7,26.29
3776410,90808,3,77.19
3776410,85973,12,177.59
3786807,10621,1,165.19
3786807,71645,2,403.99
3786807,77617,3,226.99
3786807,81641,7,228.09
3796762,26740,3,216.59
3796762,54586,10,98.49
3796762,27849,10,123.59
3801112,36224,10,56.09
3801112,37489,25,17.69
3807015,46420,1,41.59
3810171,56178,18,1474.59
3810171,66452,15,169.99
3810171,36591,12,162.99
3819617,47632,18,168.29
3831220,48996,2,64.79
3831242,61311,18,160.19
3831242,27849,20,123.59
3837730,66578,18,268.19
3856553,87809,22,436.79
3856553,97298,11,29.99
3856553,37490,21,159.99
3856553,61311,3,160.19
3856553,32457,1,550.79
3860266,20054,1,196.99
3866055,86809,10,71.29
3866055,12576,6,134.49
3878126,54586,25,98.49
3878126,58241,23,203.99
3878126,57545,13,12.49
3893190,10023,10,181.29
3911039,32511,18,62.59
3914085,48335,1,111.49
3914085,85076,2,893.99
3914085,16086,2,36.99
3914085,80625,1,690.09
3914335,76061,22,229.99
3914335,32457,15,550.79
3914335,10621,2,165.19
3925019,76830,24,210.09
3925019,52111,1,173.99
3925019,85973,15,177.59
3929535,36224,1,56.09
3930451,76830,14,210.09
3931209,40999,2,120.99
3931209,92839,2,84.09
3931209,75767,18,243.99
3931209,23045,5,713.69
3931209,33606,1,285.99
3933156,10621,10,165.19
3933156,25979,15,215.99
3933156,92046,8,166.49
3938535,64388,16,290.09
3952072,73115,3,172.99
3952072,77670,9,244.59
3979264,50462,14,174.99
3979264,22057,7,294.89
4000431,46421,13,185.89
4000431,95646,18,323.09
4007382,10023,4,181.29
4007382,20074,2,1064.09
4068305,64388,21,290.09
4068305,58650,6,11.09
4072026,50462,16,174.99
4072026,20888,15,65.99
4074222,48606,2,391.49
4074807,41515,2,1273.69
4096497,80349,6,203.59
4098037,26245,6,107.79
4098037,70780,12,122.19
4114977,68080,24,141.29
4117254,26270,7,749.99
4117254,17582,3,83.39
4118951,77670,1,244.59
4118951,75767,6,243.99
4118951,35273,4,213.19
4133412,23045,2,713.69
4139923,57545,25,12.49
4141210,89968,5,206.49
4149054,75721,21,174.59
4149054,86809,6,71.29
4173090,58241,13,203.99
4173090,20074,2,1064.09
4173090,57051,2,58.39
4185594,68080,1,141.29
4185594,15081,8,108.99
4196761,26270,1,749.99
4203043,22393,3,1060.09
4203043,15626,8,429.09
4203043,17582,11,83.39
4225423,99654,1,265.39
4225423,23323,3,293.99
4232164,21508,1,97.89
4232164,52648,1,195.89
4232164,77617,1,226.99
4276119,29892,11,44.09
4287794,61311,9,160.19
4287794,86809,4,71.29
4309624,39417,18,192.59
4312443,11453,22,1304.19
4312443,20430,2,198.89
4312443,58241,14,203.99
4313918,37489,20,17.69
4323858,61311,13,160.19
4323858,85459,20,239.79
4323858,52648,25,195.89
4323858,21508,5,97.89
4330771,33209,1,384.69
4330771,10621,19,165.19
4330771,59301,7,43.99
4330771,63985,2,78.79
4342295,19021,1,253.09
4342295,16086,17,36.99
4354585,46421,5,185.89
4354585,80625,1,690.09
4389201,96141,11,909.49
4389285,37742,11,193.59
4389285,17582,2,83.39
4389285,26270,16,749.99
4389285,78853,10,26.29
4389285,48289,13,85.59
4389285,64388,5,290.09
4389285,46935,10,118.99
4402083,47437,14,898.99
4402808,54586,1,98.49
4424626,87148,3,4.99
4424661,15918,2,32.99
4424661,53392,2,112.99
4429985,64388,21,290.09
4429985,10023,1,181.29
4438407,26750,1,78.79
4443290,82638,6,22.99
4443290,35273,2,213.19
4443290,68723,17,96.89
4448918,69218,3,184.09
4456144,20054,1,196.99
4456144,48289,18,85.59
4472457,11575,1,233.29
4472457,76830,1,210.09
4473191,15918,1,32.99
4473191,72692,15,46.69
4473191,26740,5,216.59
4473692,16353,23,105.99
4473692,86809,8,71.29
4477961,97298,12,29.99
4477961,20430,25,198.89
4477961,85076,6,893.99
4477961,64388,16,290.09
4487631,94514,4,254.99
4496481,54586,1,98.49
4496481,37489,10,17.69
4496481,86809,23,71.29
4496481,20054,9,196.99
4502564,35273,1,213.19
4502564,57874,5,234.09
4502564,85076,24,893.99
4505452,42020,14,49.99
4505452,16257,4,154.99
4506456,58650,16,11.09
4506456,82638,14,22.99
4506456,79647,2,91.09
4517652,32511,5,62.59
4527901,11313,11,78.49
4527901,37742,1,193.59
4545397,10023,1,181.29
4545397,50462,4,174.99
4545397,35798,2,82.99
4545397,37489,1,17.69
4545397,14042,15,77.29
4548476,22393,5,1060.09
4548476,99654,15,265.39
4548476,87148,7,4.99
4558293,94612,1,266.79
4566135,33606,2,285.99
4566135,26750,4,78.79
4568429,58241,17,203.99
4574192,45172,1,205.99
4591041,57545,21,12.49
4606474,46421,4,185.89
4606474,54586,2,98.49
4606474,10023,12,181.29
4606474,47174,21,390.69
4606474,11453,1,1304.19
4612229,80978,1,280.69
4612229,68080,1,141.29
4612229,57874,6,234.09
4612229,45172,8,205.99
4612449,47174,22,390.69
4612449,47437,2,898.99
4612552,68080,25,141.29
4613327,81641,12,228.09
4613327,69991,17,1268.79
4615032,64388,5,290.09
4615643,64388,3,290.09
4630270,36209,2,189.99
4630270,16749,13,231.39
4638312,50150,4,390.59
4638312,57874,23,234.09
4638312,14979,4,582.09
4652340,19021,11,253.09
4682330,14979,6,582.09
4682330,63748,16,91.19
4684466,53392,18,112.99
4684466,11575,2,233.29
4684466,54586,1,98.49
4684466,15578,24,78.69
4691614,97298,12,29.99
4691614,89968,14,206.49
4691614,39417,8,192.59
4691614,92839,4,84.09
4696353,90808,3,77.19
4696353,75767,7,243.99
4709543,64279,2,126.39
4710720,16086,1,36.99
4710720,20054,3,196.99
4710720,58781,16,290.99
4712072,57874,8,234.09
4712179,41345,10,812.29
4713947,48510,1,68.99
4713947,87809,1,436.79
4715051,46421,9,185.89
4715051,11313,4,78.49
4715938,26399,8,179.19
4723496,64388,1,290.09
4723496,25979,1,215.99
4723496,86809,21,71.29
4723496,68080,7,141.29
4723496,57051,3,58.39
4723496,14920,23,249.99
4739782,19177,7,100.79
4744053,61311,12,160.19
4768147,35273,19,213.19
4768147,11313,2,78.49
4768147,48869,1,901.09
4768147,78649,9,1059.49
4768147,32457,3,550.79
4768147,57545,2,12.49
4768147,95646,21,323.09
4768147,85973,21,177.59
4770647,19409,10,67.99
4774649,86809,1,71.29
4774649,33606,11,285.99
4777802,33606,6,285.99
4777802,11575,1,233.29
4777802,80625,20,690.09
4791276,26270,2,749.99
4791276,82410,5,171.99
4791276,10023,14,181.29
4791276,78853,2,26.29
4814539,89968,12,206.49
4814539,10621,2,165.19
4814539,16749,20,231.39
4814539,75767,5,243.99
4814539,17838,13,85.99
4814539,16086,6,36.99
4814539,16353,18,105.99
4822017,10023,6,181.29
4834715,48996,18,64.79
4834715,26740,6,216.59
4837905,22057,24,294.89
4837905,20054,2,196.99
4839697,15578,2,78.69
4847692,52648,23,195.89
4854957,14109,1,225.49
4854957,14920,2,249.99
4854957,15578,11,78.69
4865452,68723,1,96.89
4889575,85076,2,893.99
4889575,16353,1,105.99
4889575,80625,1,690.09
4889575,84547,20,205.49
4889575,78853,13,26.29
4895689,97298,1,29.99
4910978,61311,1,160.19
4910978,46935,1,118.99
4928213,35273,8,213.19
4928213,25979,13,215.99
4939943,46421,18,185.89
4939943,36224,6,56.09
4939943,85076,4,893.99
4939943,16236,1,4.99
4939943,16749,7,231.39
4956431,61677,21,192.69
4964597,19021,21,253.09
4964597,92839,10,84.09
4964597,76830,3,210.09
4964974,83295,1,123.99
4964974,22057,20,294.89
4964974,36496,1,5.69
4964974,77670,25,244.59
4964974,37489,4,17.69
4965198,96141,18,909.49
4967596,87426,2,180.29
4969241,61311,8,160.19
4969241,32457,24,550.79
4969241,81641,22,228.09
4969241,78853,1,26.29
4969241,66578,3,268.19
4982803,58241,5,203.99
4982803,20430,7,198.89
4982803,77617,9,226.99
4982803,78649,6,1059.49
4982803,26740,10,216.59
4988030,61311,1,160.19
5009250,36262,8,233.99
5009250,33606,1,285.99
5009741,47632,4,168.29
5050388,69729,3,209.19
5050388,27849,12,123.59
5050388,46421,22,185.89
5055955,86809,12,71.29
5055955,89968,8,206.49
5070197,92839,20,84.09
5074691,48335,20,111.49
5091285,15081,1,108.99
5091285,58241,1,203.99
5091378,46935,2,118.99
5105799,56751,1,27.29
5105799,87426,5,180.29
5105799,27600,21,1470.79
5117313,37681,12,185.69
5117313,26740,10,216.59
5124894,20054,9,196.99
5124894,20430,12,198.89
5145982,41039,12,218.69
5145982,47174,1,390.69
5145982,41345,2,812.29
5145982,57874,1,234.09
5145982,27849,17,123.59
5150405,39417,2,192.59
